Animal ID,Animal Type,Source,Source Date,Intake Region,Surrender Reason,Status Date,Status,Outcome Eval Cat,Primary Breed,Primary Color,Gender,DOB,Age Years,Age Months
464169,Rabbit,Stray,06/21/2018 11:54,Kelowna Branch,,06/22/2018 09:07,Transfer Out,H,American,Chocolate,Unknown,06/21/2017,5,5
464170,Rabbit,Stray,06/21/2018 11:54,Kelowna Branch,,06/22/2018 09:07,Transfer Out,H,American,Chocolate,Unknown,06/21/2017,5,5
475103,Rabbit,Agency / Shelter,11/07/2018 16:50,Alberni-Clayoquot Branch,,11/08/2018 11:49,Euthanized by Offsite Vet,UU,Lop Eared,White,Male,,,
459239,Rabbit,Agency / Shelter,04/21/2018 11:31,Alberni-Clayoquot Branch,,04/21/2018 11:40,Euthanized by Offsite Vet,UU,Dwarf,Fox,Unknown,,,
491230,Rabbit,Owner Surrender,06/30/2019 11:50,Surrey Education & Adoption Centre,Moving/Evicted - Cant Take Pet Where Owner Going,07/11/2019 12:25,Adopted Altered,TM,American,Tan,Female,12/30/2017,4,11
451345,Rabbit,Owner Surrender,06/30/2019 11:56,Surrey Education & Adoption Centre,Moving/Evicted - Cant Take Pet Where Owner Going,07/11/2019 12:25,Adopted Altered,TM,Hotot,White,Male,12/09/2016,6,0
477202,Rabbit,Owner Surrender,12/09/2018 11:03,Burnaby Branch,Home - Other Pets Aggressive To Him/Her,12/09/2018 14:56,Transfer Out,H,Netherland Dwarf,White,Female,12/09/2012,10,0
491637,Rabbit,Stray,07/05/2019 17:42,Sunshine Coast Branch ,,07/13/2019 18:20,Euthanized by Offsite Vet,UU,Lop Eared,Pointed White/Himi,Unknown,,,
475687,Rabbit,Shelter Offspring,11/16/2018 15:31,Vancouver Branch,,05/03/2019 11:49,Adopted Altered,TR,American,Black,Male,11/16/2018,4,1
489902,Rabbit,Stray,06/14/2019 12:12,Campbell River Branch,,08/23/2019 10:58,Adopted Altered,H,Flemish Giant,Brown Brindle,Female,06/14/2015,7,6
486300,Rabbit,Stray,05/01/2019 12:23,Powell River & District Branch,,05/09/2019 09:18,Released by Agency,TR,Dwarf,Brown,Male,04/17/2019,3,8
486581,Rabbit,Stray,05/03/2019 12:36,Powell River & District Branch,,05/09/2019 09:19,Released by Agency,TR,Dwarf,Gold,Unknown,04/19/2019,3,7
456723,Rabbit,Stray,03/14/2018 10:51,Abbotsford Branch,,03/14/2018 10:54,Transfer Out,TM,Polish Dwarf,Black,Male,01/17/2018,4,11
464824,Rabbit,Stray,06/29/2018 10:49,Kamloops & District Branch,,02/02/2019 15:48,Adopted Altered,H,American,Black,Female,07/03/2015,7,5
479020,Rabbit,Stray,01/11/2019 10:36,Abbotsford Branch,,03/19/2019 11:54,Adopted Altered,H,Lionhead,Black,Male,,,
483691,Rabbit,Stray,03/25/2019 09:17,Comox Valley & District Branch,,04/06/2019 15:25,Adopted Altered,TM,Lop Eared,Black,Male,03/25/2017,5,8
485955,Rabbit,Humane Officer Seized,04/25/2019 19:08,Cruelty Investigations Department,,08/09/2019 16:10,Adopted Altered,TR,Holland Lop,White,Female,11/27/2017,5,0
485956,Rabbit,Humane Officer Seized,04/25/2019 19:08,Cruelty Investigations Department,,08/09/2019 16:10,Adopted Altered,TR,Holland Lop,White,Male,11/27/2017,5,0
483022,Rabbit,Owner Surrender,03/14/2019 14:54,Chilliwack Branch,No Time For Pet/Pet Is Too Much Responsibility,12/14/2019 13:18,Adopted Altered,TR,American,Black,Female,03/14/2017,5,9
475098,Rabbit,Humane Officer Surrendered,11/07/2018 16:00,Vancouver Branch,,02/17/2019 16:15,Adopted Altered,TR,Dutch,Black,Female,11/07/2017,5,1
451129,Rabbit,Owner Surrender,12/23/2017 13:46,Maple Ridge Branch,Unwanted Litter,03/03/2018 16:04,Adopted Altered,H,American,Black,Female,10/09/2017,5,2
451131,Rabbit,Owner Surrender,12/23/2017 13:46,Maple Ridge Branch,Unwanted Litter,03/03/2018 16:04,Adopted Altered,H,American,White,Male,10/09/2017,5,2
455324,Rabbit,Stray,02/24/2018 12:10,Comox Valley & District Branch,,02/25/2018 10:46,Euthanized by Offsite Vet,UU,Dutch,Black,Unknown,,,
455325,Rabbit,Stray,02/24/2018 12:10,Comox Valley & District Branch,,02/25/2018 10:46,Euthanized by Offsite Vet,UU,Dutch,Black,Unknown,,,
455326,Rabbit,Stray,02/24/2018 12:10,Comox Valley & District Branch,,02/25/2018 10:46,Euthanized by Offsite Vet,UU,Dutch,Black,Unknown,,,
455327,Rabbit,Stray,02/24/2018 12:10,Comox Valley & District Branch,,02/25/2018 10:46,Euthanized by Offsite Vet,UU,Dutch,Black,Unknown,,,
455328,Rabbit,Stray,02/24/2018 12:10,Comox Valley & District Branch,,02/25/2018 10:46,Euthanized by Offsite Vet,UU,Dutch,Black,Unknown,,,
455329,Rabbit,Stray,02/24/2018 12:10,Comox Valley & District Branch,,02/25/2018 10:46,Euthanized by Offsite Vet,UU,Dutch,Black,Unknown,,,
455736,Rabbit,Stray,03/02/2018 09:16,Comox Valley & District Branch,,03/05/2018 09:54,Euthanized by Offsite Vet,UU,American,Black,Unknown,03/02/2013,5,0
456337,Rabbit,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,,03/23/2018 15:32,Euthanized by Offsite Vet,UU,American,White,Female,03/09/2014,4,0
456338,Rabbit,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,,03/23/2018 15:32,Euthanized by Offsite Vet,UU,American,White,Female,03/09/2014,4,0
456339,Rabbit,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,,03/22/2018 21:54,Euthanized by Offsite Vet,UU,American,Brown,Female,03/09/2014,4,0
456340,Rabbit,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,,03/19/2018 15:50,Euthanized by Offsite Vet,UU,American,White,Female,03/09/2014,4,0
456341,Rabbit,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,,03/22/2018 21:53,Euthanized by Offsite Vet,UU,Californian,White,Female,03/09/2014,4,0
461042,Rabbit,Stray,05/15/2018 10:30,Parksville-Qualicum Beach & District Branch,,05/15/2018 10:59,Euthanized by Offsite Vet,UU,American,Brown,Unknown,,,
459864,Rabbit,Stray,04/30/2018 11:13,East Kootenay Branch,,04/30/2018 11:21,Euthanized by Offsite Vet,UU,Lionhead,Tan,Unknown,,,
456335,Rabbit,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,,03/22/2018 22:00,Euthanized by Offsite Vet,UU,Lionhead,Sable,Female,03/09/2014,4,0
490224,Rabbit,Stray,06/18/2019 12:12,Vancouver Branch,,06/19/2019 07:06,Euthanized,UU,American,Black,Unknown,06/15/2019,0,0
490225,Rabbit,Stray,06/18/2019 12:12,Vancouver Branch,,06/19/2019 07:06,Euthanized,UU,American,Black,Unknown,06/15/2019,0,0
490226,Rabbit,Stray,06/18/2019 12:12,Vancouver Branch,,06/19/2019 07:07,Euthanized,UU,American,Black,Unknown,06/15/2019,0,0
490227,Rabbit,Stray,06/18/2019 12:12,Vancouver Branch,,06/19/2019 07:07,Euthanized,UU,American,Black,Unknown,06/15/2019,0,0
490228,Rabbit,Stray,06/18/2019 12:12,Vancouver Branch,,06/19/2019 07:07,Euthanized,UU,American,Black,Unknown,06/15/2019,0,0
478579,Rabbit,Stray,01/03/2019 16:36,Victoria Branch,,01/03/2019 16:42,Adopted Altered,TR,American,Black,Female,01/03/2017,5,11
481334,Rabbit,Owner Surrender,02/15/2019 13:43,Kelowna Branch,Too Many Animals,03/30/2019 14:42,Adopted Altered,H,Lionhead,Tan,Male,02/15/2017,5,10
466460,Rabbit,Owner Surrender,07/17/2018 13:42,North Peace Branch,No Time For Pet/Pet Is Too Much Responsibility,11/10/2018 14:38,Adopted Altered,H,Lionhead,Tan,Male,07/20/2017,5,4
461572,Rabbit,Owner Surrender,05/22/2018 13:39,North Cariboo District Branch,Allergies - Person Has Allergies To Pet,11/29/2018 14:49,Adopted Altered,H,Himalayan,Black,Male,02/16/2018,4,10
460196,Rabbit,Humane Officer Seized,05/03/2018 16:14,Vancouver Branch,,08/04/2018 15:11,Adopted Altered,TM,Rex,Cream,Female,12/03/2017,5,0
460197,Rabbit,Humane Officer Seized,05/03/2018 16:14,Vancouver Branch,,08/04/2018 15:11,Adopted Altered,TM,Rex,Tan,Female,12/03/2017,5,0
467006,Rabbit,Humane Officer Surrendered,07/27/2018 09:59,Cowichan & District Branch,,10/11/2018 10:25,Adopted Altered,H,American,Tortoiseshell,Male,07/27/2016,6,4
489467,Rabbit,Stray,06/06/2019 12:28,North Peace Branch,,08/01/2019 15:17,Adopted Unaltered,H,American,White,Male,03/31/2019,3,8
489465,Rabbit,Stray,06/06/2019 12:28,North Peace Branch,,08/01/2019 15:17,Adopted Unaltered,H,American,Chinchilla/Silver Agouti,Female,03/31/2019,3,8
487315,Rabbit,Owner Surrender,05/12/2019 12:21,West Vancouver Branch,No Time For Pet/Pet Is Too Much Responsibility,06/04/2019 15:22,Adopted Altered,H,Lionhead,White,Female,08/18/2018,4,4
487316,Rabbit,Owner Surrender,05/12/2019 12:21,West Vancouver Branch,No Time For Pet/Pet Is Too Much Responsibility,06/04/2019 15:22,Adopted Altered,H,Lionhead,Silver,Male,05/12/2017,5,7
487348,Rabbit,Foster Offspring,05/12/2019 16:28,Victoria Branch,,05/12/2019 16:35,Unassisted Death - In Foster,H,American,Black,Unknown,05/05/2019,0,0
475688,Rabbit,Shelter Offspring,11/16/2018 15:31,Vancouver Branch,,11/28/2018 15:11,Unassisted Death - In Foster,UU,American,Black,Unknown,11/16/2018,0,0
475689,Rabbit,Shelter Offspring,11/16/2018 15:31,Vancouver Branch,,11/22/2018 14:59,Unassisted Death - In Foster,UU,American,Black,Unknown,11/16/2018,0,0
452014,Rabbit,Humane Officer Seized,01/09/2018 15:00,Chilliwack Branch,,03/23/2018 15:46,Euthanized by Offsite Vet,TR,Dwarf,Chocolate Tortoiseshell,Female,01/09/2017,1,2
452015,Rabbit,Humane Officer Seized,01/09/2018 15:00,Chilliwack Branch,,03/24/2018 13:19,Euthanized by Offsite Vet,UU,Lionhead,Brown,Female,01/09/2016,2,2
452016,Rabbit,Humane Officer Seized,01/09/2018 15:00,Chilliwack Branch,,04/06/2018 10:16,Euthanized by Offsite Vet,UU,Hotot,White,Female,01/09/2016,2,2
452019,Rabbit,Humane Officer Seized,01/09/2018 15:00,Chilliwack Branch,,03/24/2018 13:18,Euthanized by Offsite Vet,UU,Lionhead,Black,Female,01/09/2016,2,2
452009,Rabbit,Humane Officer Seized,01/09/2018 15:00,Chilliwack Branch,,05/08/2018 17:26,Euthanized by Offsite Vet,UU,Rex,Tortoiseshell,Female,01/09/2017,1,3
452010,Rabbit,Humane Officer Seized,01/09/2018 15:00,Chilliwack Branch,,03/15/2018 11:27,Euthanized by Offsite Vet,TR,Lop Eared,Brown,Male,01/09/2017,1,2
452011,Rabbit,Humane Officer Seized,01/09/2018 15:00,Chilliwack Branch,,03/24/2018 13:19,Euthanized by Offsite Vet,UU,Lionhead,Brown,Male,01/09/2017,1,2
450897,Rabbit,Returns,11/09/2018 10:48,Victoria Branch,,07/15/2019 17:12,Adopted Altered,TR,Mini Lop,White,Female,12/19/2014,7,11
453514,Rabbit,Stray,01/27/2018 10:13,South Peace Branch,,04/09/2018 14:45,Adopted Altered,H,Harlequin,Tortoiseshell,Male,,,
468145,Rabbit,Stray,08/09/2018 12:34,West Vancouver Branch,,08/10/2018 16:05,Redeemed,TR,American,Chocolate,Male,,,
456336,Rabbit,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,,06/15/2018 14:22,Adopted Altered,TR,Belgian Hare,Grey,Female,03/09/2014,8,9
461094,Rabbit,Humane Officer Surrendered,05/15/2018 14:11,Vancouver Branch,,08/28/2018 17:47,Unassisted Death - In Foster,UU,American,Brown,Female,03/15/2018,0,5
422340,Rabbit,Euthanasia Request,03/29/2019 14:59,Comox Valley & District Branch,,03/29/2019 16:16,Euthanized by Offsite Vet,UU,Havana,Grey,Male,12/27/2014,4,3
475395,Rabbit,Stray,11/12/2018 15:07,West Vancouver Branch,,11/27/2018 13:15,Adopted Altered,TM,Mini Lop,White,Male,11/13/2010,12,1
467249,Rabbit,Stray,07/30/2018 09:49,Victoria Branch,,09/22/2018 14:27,Adopted Altered,TR,American,Brown,Male,07/30/2014,8,4
467250,Rabbit,Stray,07/30/2018 09:49,Victoria Branch,,09/22/2018 14:27,Adopted Altered,TR,American,Blue,Female,07/30/2014,8,4
453265,Rabbit,Stray,01/25/2018 08:30,South Peace Branch,,02/28/2018 09:05,Unassisted Death - In Foster,UU,Flemish Giant,Tan,Female,07/25/2017,0,7
466435,Rabbit,Stray,07/20/2018 11:05,Williams Lake & District Branch,,07/27/2018 10:17,Euthanized,TR,French Lop,Brown,Male,07/20/2017,1,0
481784,Rabbit,Stray,02/22/2019 11:53,Burnaby Branch,,03/29/2019 15:06,Adopted Altered,H,American,Brown,Male,,,
489369,Rabbit,Owner Surrender,06/08/2019 10:59,Surrey Education & Adoption Centre,Allergies - Person Has Allergies To Pet,06/29/2019 14:52,Adopted Altered,TR,American,Orange,Female,05/04/2018,4,7
489371,Rabbit,Owner Surrender,06/08/2019 11:03,Surrey Education & Adoption Centre,Allergies - Person Has Allergies To Pet,06/29/2019 14:52,Adopted Altered,TR,American,Black,Female,05/04/2018,4,7
480811,Rabbit,Humane Officer Surrendered,02/06/2019 11:53,Abbotsford Branch,,04/28/2019 17:04,Adopted Altered,TR,Angora,White,Male,02/13/2018,4,10
478918,Rabbit,Humane Officer Seized,01/09/2019 16:39,Chilliwack Branch,,03/10/2019 16:29,Adopted Altered,TR,Dutch,White,Female,10/09/2018,4,2
484766,Rabbit,Returns,06/30/2019 14:56,Vancouver Branch,,11/09/2019 15:48,Adopted Altered,H,American,Brown,Female,04/09/2018,4,8
484767,Rabbit,Returns,06/30/2019 14:58,Vancouver Branch,,11/09/2019 15:48,Adopted Altered,H,American,Brown,Female,04/09/2018,4,8
483679,Rabbit,Stray,03/24/2019 14:46,Abbotsford Branch,,07/20/2019 15:44,Adopted Altered,H,Himalayan,Lilac,Male,01/03/2019,3,11
478916,Rabbit,Humane Officer Seized,01/09/2019 16:39,Chilliwack Branch,,02/23/2019 12:15,Adopted Altered,H,Dutch,Chocolate,Female,10/09/2018,4,2
452933,Rabbit,Cruelty Case Offspring,01/19/2018 14:18,Chilliwack Branch,,01/19/2018 14:21,Unassisted Death,UU,Rex,Brown,Unknown,,,
452934,Rabbit,Cruelty Case Offspring,01/19/2018 14:22,Chilliwack Branch,,01/19/2018 14:26,Unassisted Death,UU,Rex,Brown,Unknown,,,
452935,Rabbit,Cruelty Case Offspring,01/19/2018 14:22,Chilliwack Branch,,01/19/2018 14:26,Unassisted Death,UU,Rex,Brown,Unknown,,,
489901,Rabbit,Stray,06/14/2019 12:12,Campbell River Branch,,08/07/2019 13:10,Adopted Altered,TR,Californian,White,Male,06/14/2015,7,6
458100,Rabbit,Stray,04/05/2018 13:19,Prince Rupert Branch,,11/24/2018 15:31,Adopted Altered,H,Mini Rex,White,Male,05/16/2017,5,7
451143,Rabbit,Agency / Shelter,12/23/2017 14:42,Victoria Branch,,05/28/2018 09:44,Unassisted Death,TR,American,Grey,Female,,,
451128,Rabbit,Owner Surrender,12/23/2017 13:46,Maple Ridge Branch,Unwanted Litter,12/28/2017 14:31,Adopted Unaltered,H,American,Brown,Female,10/09/2017,5,2
446796,Rabbit,Stray,10/23/2017 16:38,Richmond Community Animal Centre,,12/29/2017 16:42,Adopted Altered,H,American,Brown,Male,,,
451345,Rabbit,Humane Officer Surrendered,12/29/2017 17:04,Burnaby Branch,,05/24/2018 16:10,Adopted Altered,H,Hotot,White,Male,12/09/2016,6,0
451463,Rabbit,Stray,01/02/2018 15:21,Maple Ridge Branch,,01/05/2018 13:47,Unassisted Death,UU,Dwarf,Tortoiseshell,Male,01/02/2017,1,0
451130,Rabbit,Owner Surrender,12/23/2017 13:46,Maple Ridge Branch,Unwanted Litter,01/02/2018 16:54,Adopted Unaltered,H,American,White,Female,10/09/2017,5,2
451800,Rabbit,Owner Surrender,01/06/2018 12:26,Burnaby Branch,No Time For Pet/Pet Is Too Much Responsibility,01/06/2018 16:52,Euthanized by Offsite Vet,UU,Angora,Cream,Female,01/06/2011,7,0
451945,Rabbit,Owner Surrender,01/09/2018 12:39,Abbotsford Branch,Cant Afford Vet Expenses for Procedure/Illness,01/09/2018 12:47,Adopted Altered,TM,Flemish Giant,Blue Tortoiseshell,Male,03/09/2017,5,9
453860,Rabbit,Owner Surrender,02/01/2018 15:47,Powell River & District Branch,Too Many Animals,02/17/2018 15:28,Adopted Unaltered,TR,Belgian Hare,Grey,Female,08/02/2016,6,4
434196,Rabbit,Returns,01/06/2018 15:42,Maple Ridge Branch,,01/13/2018 16:06,Adopted Altered,H,Lionhead,Brown,Male,06/01/2017,5,6
451823,Rabbit,Owner Surrender,01/06/2018 15:21,Abbotsford Branch,No Time For Pet/Pet Is Too Much Responsibility,01/17/2018 12:34,Adopted Altered,H,Dutch,Chocolate,Female,01/06/2016,6,11
451824,Rabbit,Owner Surrender,01/06/2018 15:21,Abbotsford Branch,No Time For Pet/Pet Is Too Much Responsibility,01/17/2018 12:35,Adopted Altered,H,Dutch,Brown,Male,01/06/2016,6,11
483206,Rabbit,Owner Surrender,03/17/2019 14:08,Victoria Branch,Moving/Evicted - Cant Find Pet Friendly Housing,03/22/2019 17:21,Adopted Altered,H,Netherland Dwarf,Brown,Female,03/17/2015,7,9
483207,Rabbit,Owner Surrender,03/17/2019 14:08,Victoria Branch,Moving/Evicted - Cant Find Pet Friendly Housing,03/22/2019 17:21,Adopted Altered,H,American,Black,Male,09/17/2016,6,3
484020,Rabbit,Owner Surrender,03/28/2019 16:31,Victoria Branch,Moving/Evicted - Cant Take Pet Where Owner Going,05/28/2020 15:32,Adopted Altered,H,Lionhead,Black,Male,03/28/2017,5,8
458980,Rabbit,Shelter Offspring,03/25/2018 16:15,Victoria Branch,,09/15/2018 09:46,Adopted Altered,TR,Lionhead,Black,Male,03/25/2018,4,8
458981,Rabbit,Shelter Offspring,03/25/2018 16:15,Victoria Branch,,09/15/2018 09:46,Adopted Altered,TR,Lionhead,Black,Male,03/25/2018,4,8
450086,Rabbit,Owner Surrender,01/09/2018 16:11,Kelowna Branch,Too Many Animals,01/19/2018 15:53,Adopted Altered,H,American,Grey,Male,12/06/2014,8,0
452440,Rabbit,Owner Surrender,01/13/2018 14:47,Abbotsford Branch,No Time For Pet/Pet Is Too Much Responsibility,01/27/2018 15:04,Adopted Altered,H,Netherland Dwarf,White,Female,02/15/2017,5,10
451563,Rabbit,Humane Officer Surrendered,01/03/2018 16:51,Nanaimo & District Branch,,02/17/2018 16:34,Adopted Altered,TR,Dwarf,White,Male,01/03/2014,8,11
451299,Rabbit,Stray,12/29/2017 12:03,Parksville-Qualicum Beach & District Branch,,02/09/2018 11:07,Adopted Altered,H,American,Brown Brindle,Female,05/29/2017,5,6
452448,Rabbit,Stray,01/13/2018 15:28,Abbotsford Branch,,02/13/2018 14:20,Adopted Altered,H,Dutch,Orange,Female,01/13/2017,5,11
453432,Rabbit,Owner Surrender,01/26/2018 17:02,Maple Ridge Branch,Too Many Animals,02/09/2018 12:42,Adopted Altered,H,Lionhead,Lilac Tortoiseshell,Male,11/11/2017,5,1
453536,Rabbit,Owner Surrender,01/28/2018 13:47,Victoria Branch,Too Many Animals,02/14/2018 17:20,Adopted Altered,H,Mini Lop,Agouti,Female,01/31/2017,5,10
453535,Rabbit,Owner Surrender,01/28/2018 13:47,Victoria Branch,Too Many Animals,02/05/2018 10:58,Adopted Altered,H,Rex,Black Otter,Male,01/28/2017,5,10
452679,Rabbit,Owner Surrender,01/17/2018 13:11,Campbell River Branch,Landlord Does Not Allow Pets,02/16/2018 15:32,Adopted Altered,H,Flemish Giant,Silver,Female,03/19/2017,5,8
455040,Rabbit,Owner Surrender,02/21/2018 12:05,Kamloops & District Branch,Cant Afford Vet Expenses for Chronic Condition,02/24/2018 11:07,Euthanized by Offsite Vet,UU,Netherland Dwarf,Black,Male,02/21/2013,5,0
454096,Rabbit,Owner Surrender,02/06/2018 13:36,Victoria Branch,Behaviour - Bit A Person,02/21/2018 14:08,Adopted Altered,H,Lionhead,Grey,Female,02/06/2016,6,10
454003,Rabbit,Stray,02/04/2018 12:54,Maple Ridge Branch,,02/21/2018 17:07,Adopted Altered,H,Lionhead,Grey,Female,02/04/2016,6,10
455139,Rabbit,Owner Surrender,02/22/2018 12:57,Kamloops & District Branch,Cant Afford Food/Grooming/General Expenses,04/19/2018 14:33,Euthanized by Offsite Vet,UU,Holland Lop,Brown,Female,02/26/2014,4,1
455140,Rabbit,Owner Surrender,02/22/2018 12:57,Kamloops & District Branch,Cant Afford Food/Grooming/General Expenses,04/27/2018 08:54,Euthanized by Offsite Vet,UU,Holland Lop,Tan,Male,02/26/2016,2,2
455141,Rabbit,Owner Surrender,02/22/2018 12:57,Kamloops & District Branch,Cant Afford Food/Grooming/General Expenses,02/27/2018 15:24,Euthanized by Offsite Vet,UU,Holland Lop,Tan,Male,02/26/2016,2,0
454678,Rabbit,Owner Surrender,02/15/2018 12:20,Nanaimo & District Branch,No Time For Pet/Pet Is Too Much Responsibility,02/23/2018 15:35,Adopted Altered,TR,American,Black,Female,10/15/2017,5,2
451883,Rabbit,Stray,01/08/2018 12:03,Kelowna Branch,,02/25/2018 15:52,Adopted Altered,TM,Dwarf,White,Female,10/30/2017,5,1
452221,Rabbit,Owner Surrender,01/11/2018 11:05,Williams Lake & District Branch,Landlord Does Not Allow Pets,02/27/2018 14:59,Adopted Altered,H,Lionhead,Brown,Female,05/15/2017,5,7
451880,Rabbit,Stray,01/08/2018 12:03,Kelowna Branch,,03/01/2018 12:58,Adopted Altered,H,Dwarf,White,Female,10/30/2017,5,1
454689,Rabbit,Stray,02/15/2018 13:36,Prince Rupert Branch,,04/06/2018 15:18,Adopted Altered,H,Lionhead,Grey,Male,,,
454475,Rabbit,Stray,02/13/2018 09:18,Maple Ridge Branch,,03/02/2018 16:50,Adopted Altered,H,Dutch,White,Female,10/13/2017,5,2
432950,Rabbit,Owner Surrender,02/25/2018 11:36,Maple Ridge Branch,No Time For Pet/Pet Is Too Much Responsibility,03/03/2018 12:41,Adopted Altered,H,Lionhead,Black,Male,01/19/2017,5,10
454993,Rabbit,Stray,02/20/2018 15:26,Parksville-Qualicum Beach & District Branch,,03/03/2018 12:41,Adopted Altered,TR,American,Dark Grey,Male,06/21/2017,5,5
454492,Rabbit,Stray,02/13/2018 12:17,Nanaimo & District Branch,,03/03/2018 15:21,Adopted Altered,TR,Lop Eared,White,Male,02/13/2016,6,10
451878,Rabbit,Stray,01/08/2018 12:03,Kelowna Branch,,03/05/2018 14:26,Adopted Altered,TM,Dwarf,White,Male,10/30/2017,5,1
451882,Rabbit,Stray,01/08/2018 12:03,Kelowna Branch,,03/05/2018 14:49,Adopted Altered,TR,Dwarf,White,Female,10/30/2017,5,1
455683,Rabbit,Stray,03/01/2018 12:37,Comox Valley & District Branch,,03/08/2018 13:59,Adopted Unaltered,TR,Lionhead,White,Unknown,03/01/2017,5,9
454647,Rabbit,Owner Surrender,02/15/2018 09:59,Vancouver Branch,Too Many Animals,03/09/2018 15:49,Adopted Altered,TR,Lionhead,White,Male,09/15/2017,5,3
454646,Rabbit,Owner Surrender,02/15/2018 09:59,Vancouver Branch,Too Many Animals,03/09/2018 15:49,Adopted Altered,TR,Lionhead,White,Female,09/15/2017,5,3
454812,Rabbit,Stray,02/17/2018 12:55,Kelowna Branch,,03/10/2018 15:48,Adopted Altered,H,American,Tan,Male,08/17/2017,5,4
454578,Rabbit,Owner Surrender,02/14/2018 12:39,Abbotsford Branch,Moving/Evicted - Cant Take Pet Where Owner Going,03/10/2018 16:04,Adopted Altered,H,Dutch,Brown,Female,02/14/2015,7,10
454579,Rabbit,Owner Surrender,02/14/2018 12:39,Abbotsford Branch,Moving/Evicted - Cant Take Pet Where Owner Going,03/10/2018 16:04,Adopted Altered,H,Dutch,Black,Female,02/14/2015,7,10
464911,Rabbit,Owner Surrender,06/30/2018 00:27,Haida Gwaii Branch,Feral/Free Roaming - Living on Person’s Property,10/02/2019 12:56,Adopted Altered,H,Lop Eared,Black,Female,06/02/2018,4,6
466313,Rabbit,Owner Surrender,07/16/2018 17:48,Haida Gwaii Branch,Unwanted Litter,10/02/2019 12:56,Adopted Altered,H,Mini Lop,Orange,Female,06/06/2018,4,6
456514,Rabbit,Stray,03/12/2018 12:34,Maple Ridge Branch,,03/12/2018 15:15,Euthanized by Offsite Vet,UU,Dutch,Tan,Male,03/12/2011,7,0
456533,Rabbit,Stray,03/13/2018 09:02,Comox Valley & District Branch,,03/14/2018 12:04,Euthanized by Offsite Vet,UU,American,Lilac Tan,Unknown,03/13/2016,2,0
456695,Rabbit,Owner Surrender,03/13/2018 16:06,Abbotsford Branch,Behaviour - Too Active,04/12/2018 14:00,Euthanized by Offsite Vet,UU,Dutch,Tortoiseshell,Male,03/13/2017,1,0
452270,Rabbit,Owner Surrender,01/11/2018 15:30,Victoria Branch,No Time For Pet/Pet Is Too Much Responsibility,03/14/2018 10:41,Adopted Altered,TM,Holland Lop,Black,Male,01/14/2014,8,11
454676,Rabbit,Owner Surrender,02/15/2018 12:34,Powell River & District Branch,Allergies - Person Has Allergies To Pet,03/15/2018 14:16,Adopted Altered,TR,Holland Lop,Black,Male,02/15/2016,6,10
455799,Rabbit,Owner Surrender,03/02/2018 15:23,Victoria Branch,Moving/Evicted - Cant Afford Pet Friendly Housing,03/16/2018 11:33,Adopted Altered,TR,Netherland Dwarf,White,Male,03/02/2017,5,9
455921,Rabbit,Owner Surrender,03/04/2018 12:24,Maple Ridge Branch,Moving/Evicted - Cant Take Pet Where Owner Going,03/26/2018 13:15,Adopted Altered,H,New Zealand,Red,Male,03/04/2017,5,9
455441,Rabbit,Owner Surrender,02/26/2018 13:34,Kamloops & District Branch,Cant Afford Food/Grooming/General Expenses,03/27/2018 15:18,Adopted Altered,TR,Holland Lop,Black,Male,03/15/2016,6,9
455441,Rabbit,Owner Surrender,02/26/2018 13:34,Kamloops & District Branch,Cant Afford Food/Grooming/General Expenses,03/27/2018 15:18,Adopted Altered,TR,Holland Lop,Black,Male,03/15/2016,6,9
455442,Rabbit,Owner Surrender,02/26/2018 13:34,Kamloops & District Branch,Cant Afford Food/Grooming/General Expenses,03/27/2018 15:18,Adopted Altered,TR,Holland Lop,Black,Female,03/15/2016,6,9
452953,Rabbit,Stray,01/19/2018 16:32,Abbotsford Branch,,03/28/2018 11:55,Adopted Altered,H,Rex,Black,Female,09/19/2017,5,2
456689,Rabbit,Owner Surrender,03/13/2018 15:49,Abbotsford Branch,Moving/Evicted - Cant Find Pet Friendly Housing,03/28/2018 12:35,Adopted Altered,H,English Lop,Black,Male,03/13/2010,12,9
451964,Rabbit,Owner Surrender,01/09/2018 14:10,Kelowna Branch,Too Many Animals,01/22/2018 13:28,Adopted Altered,H,American,White,Female,01/09/2017,5,11
457416,Rabbit,Stray,03/24/2018 13:03,North Cariboo District Branch,,04/06/2018 15:12,Adopted Altered,H,Holland Lop,Black,Female,05/24/2017,5,6
455138,Rabbit,Owner Surrender,02/22/2018 12:57,Kamloops & District Branch,Cant Afford Food/Grooming/General Expenses,04/09/2018 15:13,Adopted Altered,TR,Holland Lop,Dark Grey,Male,02/26/2014,8,9
458452,Rabbit,Owner Surrender,04/10/2018 11:26,Abbotsford Branch,Cant Afford Vet Expenses for Chronic Condition,04/12/2018 13:50,Euthanized by Offsite Vet,UU,Dutch,Grey,Unknown,03/20/2018,0,0
